id	name	add_name	description	popup
1148	Hard Leather Helmet		a,	-1
1149	Shining Circlet		a,	-1
1308	Compound Scale Mail		u,Временная вещь для Kamex\0	-1
1309	Mithril Breastplate		u,Временная вещь для Kamex\0	-1
1310	Tunic of Magic		u,Временная вещь для Kamex\0	-1
1311	Puma Skin Shirt		u,Временная вещь для Kamex\0	-1
1312	White Tunic		u,Временная вещь для Kamex\0	-1
1313	Compound Scale Gaiters		u,Временная вещь для Kamex\0	-1
1314	Mithril Gaiters		u,Временная вещь для Kamex\0	-1
1315	Stockings of Magic		u,Временная вещь для Kamex\0	-1
1316	Puma Skin Gaiters		u,Временная вещь для Kamex\0	-1
1317	Dark Stockings		u,Временная вещь для Kamex\0	-1
1318	Gloves		u,Временная вещь для Kamex\0	-1
1319	Leather Gloves		u,Временная вещь для Kamex\0	-1
1320	Excellent Leather Gloves		u,Временная вещь для Kamex\0	-1
1321	Rip Gauntlets		u,Временная вещь для Kamex\0	-1
1322	Bracer		u,Временная вещь для Kamex\0	-1
1323	Leather Shoes		u,Временная вещь для Kamex\0	-1
1324	Low Boots		u,Временная вещь для Kamex\0	-1
1325	Leather Boots		u,Временная вещь для Kamex\0	-1
1326	Iron Boots		u,Временная вещь для Kamex\0	-1
1327	Boots		u,Временная вещь для Kamex\0	-1
1506	Necklace of Courage		u,Ожерелье, которое дано молодым Оркам, которое доказало их смелость.\0	-1
1507	Necklace of Valor		u,Ожерелье, которое дано молодым Оркам, которое доказало их доблесть.\0	-1
1508	Ring of Raccoon		u,Кольцо данное ученикам Bronze Key Guild.\0	-1
1509	Ring of Firefly		u,Кольцо данное ученикам Черной Гильдии Наковальни.\0	-1
2376	Avadon Breastplate		u,Если на вас надето Avadon Gaiters, Avadon Circlet, Avadon Gloves и Avadon boots, максимум HP возрастет к 294.Если один оснащен  Avadon Shield также, shield defense rate возрастет к 24%.\0	-1
2377	Mithril Scale Gaiters		a,	-1
2378	Brigandine Gaiters		u,Часть brigandine set.\0	-1
2379	Avadon Gaiters		u,Часть heavy avadon set.\0	-1
2380	Blue Wolf Gaiters		u,Часть heavy blue wolf set.\0	-1
2381	Doom Plate Armor		u,Цельная броня.Если на вас надето Doom Helmet, Doom Gloves и boots of Doom, максимум HP будет +320, измеритель дыхания будет повышен, STR -3 и CON +3. Если один оснащен Doom Shield также, shield defense rate возрастет к 24%.\0	-1
2382	Tallum Plate Armor		u,Цельная броня. Производит следующие эффекты, Если на вас надето tallum helmet, tallum gloves и tallum boots: Atk. Spd. +8%, Предел веса +5759, уязвимость к Poison или Bleed -80%, STR+2, and CON-2.\0	-1
2383	Majestic Plate Armor		u,Цельная броня. Если на вас надето Majestic Circlet, Majestic Gloves , Heavy Armor, и Majestic Boots , Heavy Armor, это произведет следующее эффекты: P. Atk. +4%, Accuracy +3, вероятность входить в Stun -50%, STR+2 и Con-2.\0	-1
2384	Zubei's Leather Shirt		u,Evasion возрастает к 4, Если на вас надето Zubei's leather gaiters, Zubei's helmet, Zubei's gauntlets и Zubei's boots.\0	-1
2385	Dark Crystal Leather Armor		u,Производит следующее эффекты, Если на вас надето dark crystal leggings, dark crystal helmet, dark crystal gloves и dark crystal boots: Atk. Spd./P. Atk. +4%, уязвимость к Paralysis уменьшено к 50%, STR +1, и CON -1.\0	-1
2386	Wooden Gaiters		u,Часть wooden set.\0	-1
2387	Tempered Mithril Gaiters		u,Часть tempered mithril set.\0	-1
2388	Zubei's Leather Gaiters		u,Часть light Zubei's set.\0	-1
2389	Dark Crystalline Leggings		u,Часть light dark crystal set.\0	-1
2390	Avadon Leather Armor		u,Если на вас надето Avadon Circlet, Avadon Gloves и Avadon boots, M. Def. возрастет к 5.25% и предел веса возрастет к 5795.\0	-1
2391	Blue Wolf Leather Armor		u,Цельная броня. Если на вас надето blue wolf Helmet, blue wolf Gloves и blue wolf boots, один будет иметь эффекты P. Def. +5.24%, Casting Spd. +15%, INT -2, MEN +3 and WIT -1.\0	-1
2392	Leather Armor of Doom		u,Цельная броня. Если на вас надето Doom Helmet, Doom Gloves и Doom Boots, это произведет следующие эффекты: увеличение измерителя дыхания, P. Atk. +2.7%, Регенерация MP +2.5%, STR -1, CON -2, DEX +3 и вероятность быть отравленным -20%.\0	-1
2393	Tallum Leather Armor		u,Цельная броня. Производит следующее эффекты, Если на вас надето tallum helmet, tallum gloves и tallum boots: Регенерация MP +8%, максимум MP +222, уязвимость к Poison и Bleed уменьшено на 80%, MEN +2, и WIT -2.\0	-1
2394	Nightmarish Leather Armor		u,Цельная броня. Производит следующие эффекты, Если на вас надето helm of nightmare, gloves of nightmare и boots of nightmare: M. Def. +4%, уязвимость Sleep к Hold уменьшено на 70%, Регенерация HP +3% от ущерба нанесенных на неприятеля близкой физической атакой, DEX +1, и CON -1.\0	-1
2395	Majestic Leather Armor		u,Цельная броня. Производит следующие эффекты, Если на вас надето majestic circlet, majestic gloves и majestic boots: P. Atk. Лучников +8%, максимум MP +240, предел веса +5759, уязвимость к Stun уменьшено на 50%, DEX+1, CON-1.\0	-1
2396	Elven Mithril Tunic		a,	-1
2397	Tunic of Zubei		u,Если на вас надето Stockings of Zubei, Zubei's Helmet, Zubei's gauntlets и Zubei's boots, M. Atk. возрастет на 10% и скорость восстановления MP уменьшается на 5%.\0	-1
2398	Blue Wolf Tunic		u,Если на вас надето blue wolf stockings, blue wolf helmet, blue wolf gloves и blue wolf boots, максимум MP будет повышен +206, скорость восстановления MP +5.24%, INT-2, MEN-1, и WIT+3.\0	-1
2399	Tunic of Doom		u,Производит следующие эффекты, Если на вас надето stockings of doom, doom helmet, doom gloves и doom boots: Speed + 7, повышенный измеритель дыхания, Регенерация MP +5.24%, INT +2, MEN +1, и WIT -3.\0	-1
2400	Tallum Tunic		u,Производит следующие эффекты, Если на вас надето tallum stockings, tallum helmet, tallum gloves и tallum boots: Casting Spd. +15%, M. Def. +8%, уязвимость к Poison или Bleed -80%, INT-2, и WIT+2.\0	-1
2401	Elven Mithril Stockings		a,	-1
2402	Stockings of Zubei		u,Часть Zubei's robe set.\0	-1
2403	Blue Wolf Stockings		u,Часть blue wolf robe set.\0	-1
2404	Stockings of Doom		u,Часть doom robe set.\0	-1
2405	Tallum Stockings		u,Часть tallum robe set.\0	-1
2406	Avadon Robe		u,Если на вас надето Avadon Circlet, Avadon Gloves и Avadon Boots, P. Def. возрастет к 5.247% и Casting Spd. возрастет к 15%.\0	-1
2407	Dark Crystal Robe		u,Цельная броня. Производит следующие эффекты, Если на вас надето dark crystal helmet, dark crystal gloves и dark crystal boots: P. Def. +8%, Casting Spd. +15%, Speed +7,  небольшое уменьшение в вероятности прохождения Cancel, уязвимость к Paralys -50%, WIT +2, и MEN -2.\0	-1
2408	Robe of Nightmare		u,Цельная броня. Производит следующие эффекты, Если на вас надето helm of nightmare, gloves of nightmare и boots of nightmare: Регенерация MP +4%, M. Atk. +8%, уязвимость к Sleep или Hold -70%, INT +2 и WIT -2.\0	-1
2409	Majestic Robe		u,Цельная броня. Производит следующие эффекты, Если на вас надето majestic circlet, majestic gloves и majestic boots: максимум MP +240, Casting Spd. +15%, Регенерацию MP +8%, уязвимость к Stun -50%, MEN +1, и INT -1.\0	-1
2410	Nightmarish Tattoo		a,	-1
2411	Brigandine Helmet		u,Часть brigandine set.\0	-1
2412	Plate Helmet		a,	-1
2413	Chain Hood		u,Часть chain mail set.\0	-1
2414	Full Plate Helmet		u,Часть full plate set.\0	-1
2415	Avadon Circlet		u,Часть heavy, light и robe avadon set.\0	-1
2416	Blue Wolf Helmet		u,Часть heavy, light и robe blue wolf set.\0	-1
2417	Doom Helmet		u,Часть heavy. light и robe doom set.\0	-1
2418	Helm of Nightmare		u,Часть heavy, light и robe nightmare set.\0	-1
2419	Majestic Circlet		u,Часть heavy, light и robe majestic set.\0	-1
2420	Dragon Headgear		a,	-1
2421	The Hood		a,	-1
2422	Reinforced Leather Boots		u,Часть reinforced leather set.\0	-1
2423	Boots of Knowledge		a,	-1
2424	Manticore Skin Boots		u,Часть manticore skin set.\0	-1
2425	Brigandine Boots		a,	-1
2426	Elven Mithril Boots		a,	-1
2427	Salamander Skin Boots		a,	-1
2428	Plate Boots		a,	-1
2429	Chain Boots		a,	-1
2430	Karmian Boots		a,	-1
2431	Plated Leather Boots		u,Часть plated leather set.\0	-1
2432	Dwarven Chain Boots		a,	-1
2433	Boots of Seal		a,	-1
2434	Rind Leather Boots		a,	-1
2435	Demon's Boots		a,	-1
2436	Theca Leather Boots		u,Часть theca leather set.\0	-1
2437	Drake Leather Boots		u,Часть drake leather set.\0	-1
2438	Full Plate Boots		a,	-1
2439	Blue Wolf Boots		a,	-1
2440	Boots of Nightmare		a,	-1
2441	Dark Legion Boots		a,	-1
2442	Dasparion's Boots		a,	-1
2443	Dragon Leather Boots		a,	-1
2444	The Boots		a,	-1
2445	Dragon Scale Boots		a,	-1
2446	Reinforced Leather Gloves		a,	-1
2447	Gloves of Knowledge		u,Часть knowledge set.\0	-1
2448	Manticore Skin Gloves		a,	-1
2449	Brigandine Gauntlets		a,	-1
2450	Elven Mithril Gloves		u,Часть elven mithril set.\0	-1
2451	Sage's Worn Gloves		a,	-1
2452	Reinforced Mithril Gloves		a,	-1
2453	Chain Gloves		a,	-1
2454	Karmian Gloves		u,Часть karmian set.\0	-1
2455	Plated Leather Gloves		a,	-1
2456	Dwarven Chain Gloves		a,	-1
2457	Gloves of Seal		a,	-1
2458	Rind Leather Gloves		a,	-1
2459	Demon's Gloves		u,Часть demon set.\0	-1
2460	Theca Leather Gloves		a,	-1
2461	Drake Leather Gloves		a,	-1
2462	Full Plate Gauntlets		a,	-1
2463	Divine Gloves		u,Часть divine set.\0	-1
2464	Avadon Gloves		a,	-1
2465	Chain Gloves of Silence		a,	-1
2466	Guardian's Gloves		a,	-1
2467	Gloves of Blessing		a,	-1
2468	Blessed Gloves		a,	-1
2469	Gloves of The Underworld		a,	-1
2470	Gloves of Phantom		a,	-1
2471	Dark Legion Gloves		a,	-1
2472	Dark Crystal Gloves		a,	-1
2473	The Gloves		a,	-1
2474	Dasparion's Gloves		a,	-1
2475	Doom Gloves		a,	-1
2476	Dragon Gauntlets		a,	-1
2477	Dragon Leather Gloves		a,	-1
2478	Tallum Gloves		a,	-1
2479	Gloves of Nightmare		a,	-1
2480	Elemental Gloves		a,	-1
2481	Gloves of Grace		a,	-1
2482	Majestic Gloves		a,	-1
2483	Gust Bracer		a,	-1
2484	Cerberus Gloves		a,	-1
2485	Implosion Gauntlets		a,	-1
2486	Paradia Gloves		a,	-1
2487	Blue Wolf Gloves		a,	-1
2488	Phoenix Gloves		a,	-1
2489	Gloves of Black Ore		a,	-1
2490	Cloak of Silence		a,	-1
2491	Golden Yarn Cloak		a,	-1
2492	Shadow Cloak		a,	-1
2506	Wolf's Leather Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3891	Wolf's Hide Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3892	Wolf's Hard Leather Mail		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3893	Wolf's Wooden Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3894	Wolf's Ring Mail		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3895	Wolf's Bone Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3896	Wolf's Scale Male		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3897	Wof's Bronze Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3898	Wolf's Plate Mail		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3899	Wolf's Steel Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3900	Wolf's Luxury Plate		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3901	Wolf's Mithril Armor		u,Двойной-щелчок, чтобы носить. Только для волков.\0	-1
3912	Hatchling's Soft Leather		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3913	Hatchling's Scale Mail		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3914	Hatchling's Brigandine		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3915	Hatchling's Bronze Coat		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3916	Hatchling's Steel Coat		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3917	Hatchling's Shadowplate		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
3918	Hatchling's Mithril Coat		u,Двойной-щелчок, чтобы носить. Только для hatchlings.\0	-1
4224	Dream Armor		a,	-1
4225	Dream Stockings		a,	-1
4226	Dream Gloves		a,	-1
4227	Dream Boots		a,	-1
4228	Ubiquitous Armor		a,	-1
4229	Ubiquitous Stockings		a,	-1
4230	Ubiquitous Gloves		a,	-1
4231	Ubiquitous Boots		a,	-1
4234	Hatchling's Level 65 Armor		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
4235	Hatchling's Level 75 Armor		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
4236	Gara Item		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling\0	-1
5170	Mithril Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5171	Brigadine Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5172	Draconic Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5173	Blood Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5174	Ophidian Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5175	Inferno Panzer Coat		u,Может быть надето двойным-щелчком. Исключительно использованное strider.\0	-1
5182	Hatchling's Gorgon Coat		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
5183	Hatchling's Ophidian Plate		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
5184	Hatchling's Crimson Plate		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
5185	Hatchling's Draconic Plate		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
5186	Hatchling's Inferno Plate		u,Может быть надето двойным-щелчком. Исключительно использованное hatchling.\0	-1
5216	Wolf Level 75 Armor		a,	-1
5287	Sealed Dark Crystal breastplate		u,Запечатанное dark crystal breastplate. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5288	Sealed Dark Crystal Gaiters		u,Запечатанное dark crystal gaiters. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5289	Sealed Dark Crystal Helmet		u,Запечатанное dark crystal helmet. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5290	Sealed Dark Crystal Gloves		u,Запечатанное dark crystal gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5291	Sealed Dark Crystal Boots		u,Запечатанное dark crystal boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5293	Sealed Tallum Plate Armor		u,Запечатанное tallum plate armor. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5294	Sealed Tallum Helmet		u,Запечатанное tallum helmet. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5295	Sealed Tallum Gloves		u,Запечатанное tallum gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5296	Sealed Tallum Boots		u,Запечатанное tallum boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5297	Sealed Dark Crystal Leather Armor		u,Запечатанное dark crystal leather armor. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5298	Sealed Dark Crystalline Leggings		u,Запечатанное dark crystalline leggings. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5299	Sealed Gloves of The Underworld		u,Запечатанное gloves of the underworld. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5300	Sealed Boots of The Underworld		u,Запечатанное boots of the underworld. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5301	Sealed Tallum Leather Armor		u,Запечатанное tallum leather armor. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5302	Sealed Gust Bracer		u,Запечатанное gust bracer. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5303	Sealed Gust Boots		u,Запечатанное gust boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5304	Sealed Tallum Tunic		u,Запечатанное tallum tunic. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5305	Sealed Tallum Stockings		u,Запечатанное tallum stockings. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5306	Sealed Gloves of Black Ore		u,Запечатанное gloves of black ore. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5307	Sealed Red Flame Boots		u,Запечатанное red flame boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5308	Sealed Dark Crystal Robe		u,Запечатанное dark crystal robe. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5309	Sealed Phoenix Gloves		u,Запечатанное phoenix gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5310	Sealed Phoenix Boots		u,Запечатанное phoenix boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5311	Sealed Armor of Nightmare		u,Запечатанное armor of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5312	Sealed Helm of Nightmare		u,Запечатанное helm of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5313	Sealed Gloves of Nightmare		u,Запечатанное gloves of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5314	Sealed Boots of Nightmare		u,Запечатанное boots of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5316	Sealed Majestic Plate Armor		u,Запечатанное majestic plate armor. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5317	Sealed Majestic Circlet		u,Запечатанное majestic circlet. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5318	Sealed Majestic Gloves		u,Запечатанное majestic gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5319	Sealed Majestic Boots		u,Запечатанное majestic boots. Its seal Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5320	Sealed Leather Armor of Nightmare		u,Запечатанное leather armor of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5321	Sealed Dark Legion Gloves		u,Запечатанное Dark Legion gloves. Печать может быть разбита с помощью Blacksmith of Mammon..\0	-1
5322	Sealed Dark Legion Boots		u,Запечатанное Dark Legion boots. Печать может быть разбита с помощью Blacksmith of Mammon..\0	-1
5323	Sealed Majestic Leather Armor		u,Запечатанное majestic leather armor. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5324	Sealed Gloves of Phantom		u,Запечатанное gloves of phantom. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5325	Sealed Boots of Phantom		u,Запечатанное boots of phantom. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5326	Sealed Robe of Nightmare		u,Запечатанное robe of nightmare. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5327	Sealed Cerberus Gloves		u,Запечатанное Cerberus gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5328	Sealed Cerberus Boots		u,Запечатанное Cerberus boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5329	Sealed Majestic Robe		u,Запечатанное majestic robe. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5330	Sealed Dasparion's Gloves		u,Запечатанное Dasparion's gloves. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5331	Sealed Dasparion's Boots		u,Запечатанное Dasparion's boots. Печать может быть разбита с помощью Blacksmith of Mammon.\0	-1
5576	Sound Test Boots		a,	-1
5590	Squeaking Shoes		u,Создает уникальные звуки при хождении в них.\0	-1
5709	Sealed Zubei's Gauntlets		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5710	Zubei's Gauntlets	Heavy Armor	u,Часть heavy Zubei's set.\0	-1
5711	Zubei's Gauntlets	Light Armor	u,Часть light Zubei's set.\0	-1
5712	Zubei's Gauntlets	Robe	u,Часть Zubei's robe set.\0	-1
5713	Sealed Avadon Gloves		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5714	Avadon Gloves	Heavy Armor	u,Часть heavy avadon set.\0	-1
5715	Avadon Gloves	Light Armor	u,Часть light avadon set.\0	-1
5716	Avadon Gloves	Robe	u,Часть avadon robe set.\0	-1
5717	Sealed Blue Wolf Gloves		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5718	Blue Wolf Gloves	Heavy Armor	u,Часть heavy blue wolf set.\0	-1
5719	Blue Wolf Gloves	Light Armor	u,Часть light blue wolf set.\0	-1
5720	Blue Wolf Gloves	Robe	u,Часть blue wolf robe set.\0	-1
5721	Sealed Doom Gloves		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5722	Doom Gloves	Heavy Armor	u,Часть heavy doom set.\0	-1
5723	Doom Gloves	Light Armor	u,Часть light doom set.\0	-1
5724	Doom Gloves	Robe	u,Часть doom robe set.\0	-1
5725	Sealed Zubei's Boots		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5726	Zubei's Boots	Heavy Armor	u,Часть heavy Zubei's set.\0	-1
5727	Zubei's Boots	Light Armor	u,Часть light Zubei's set.\0	-1
5728	Zubei's Boots	Robe	u,Часть Zubei's robe set.\0	-1
5729	Sealed Avadon Boots		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5730	Avadon Boots	Heavy Armor	u,Часть heavy avadon set.\0	-1
5731	Avadon Boots	Light Armor	u,Часть light avadon set.\0	-1
5732	Avadon Boots	Robe	u,Часть avadon robe set.\0	-1
5733	Sealed Blue Wolf Boots		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5734	Blue Wolf Boots	Heavy Armor	u,Часть heavy blue wolf set.\0	-1
5735	Blue Wolf Boots	Light Armor	u,Часть light blue wolf set.\0	-1
5736	Blue Wolf Boots	Robe	u,Часть blue wolf robe set.\0	-1
5737	Sealed Boots of Doom		u,Эффект набора появится только после того, как печать будет разбита.\0	-1
5738	Doom Boots	Heavy Armor	u,Часть heavy doom set.\0	-1
5739	Doom Boots	Light Armor	u,Часть light doom set.\0	-1
5740	Doom Boots	Robe	u,Часть doom robe set.\0	-1
5765	Dark Crystal Gloves	Heavy Armor	u,Часть heavy dark crystal set.\0	-1
5766	Dark Crystal Gloves	Light Armor	u,Часть light dark crystal set.\0	-1
5767	Dark Crystal Gloves	Robe	u,Часть dark crystal robe set.\0	-1
5768	Tallum Gloves	Heavy Armor	u,Часть heavy tallum set.\0	-1
5769	Tallum Gloves	Light Armor	u,Часть light tallum set.\0	-1
5770	Tallum Gloves	Robe	u,Часть robe tallum set.\0	-1
5771	Gloves of Nightmare	Heavy Armor	u,Часть heavy nightmare set.\0	-1
5772	Gloves of Nightmare	Light Armor	u,Часть light nightmare set.\0	-1
5773	Gloves of Nightmare	Robe	u,Часть nightmare robe set.\0	-1
5774	Majestic Gloves	Heavy Armor	u,Часть heavy majestic set.\0	-1
5775	Majestic Gloves	Light Armor	u,Часть light majestic set.\0	-1
5776	Majestic Gloves	Robe	u,Часть majestic robe set.\0	-1
5777	Dark Crystal Boots	Heavy Armor	u,Часть heavy dark crystal set.\0	-1
5778	Dark Crystal Boots	Light Armor	u,Часть light dark crystal set.\0	-1
5779	Dark Crystal Boots	Robe	u,Часть dark crystal robe set.\0	-1
5780	Tallum Boots	Heavy Armor	u,Часть heavy tallum set.\0	-1
5781	Tallum Boots	Light Armor	u,Часть light tallum set.\0	-1
5782	Tallum Boots	Robe	u,Часть robe tallum set.\0	-1
5783	Boots of Nightmare	Heavy Armor	u,Часть heavy nightmare set.\0	-1
5784	Boots of Nightmare	Light Armor	u,Часть light nightmare set.\0	-1
5785	Boots of Nightmare	Robe	u,Часть nightmare robe set.\0	-1
5786	Majestic Boots	Heavy Armor	u,Часть heavy majestic set.\0	-1
5787	Majestic Boots	Light Armor	u,Часть light majestic set.\0	-1
5788	Majestic Boots	Robe	u,Часть majestic robe set.\0	-1
5808	Party Mask		u,Вещь моды. Используется для отображения уникальности внешности.\0	-1
6323	Sealed Phoenix Necklace		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def+4 и MP+26.\0	-1
6324	Sealed Phoenix Earring		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def.+3 и MP+20.\0	-1
6325	Sealed Phoenix Ring		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def.+2 и MP+13.\0	-1
6326	Sealed Majestic Necklace		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def.+5 и MP+33.\0	-1
6327	Sealed Majestic Earring		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def.+3 и MP+25.\0	-1
6328	Sealed Majestic Ring		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def.+2 и MP+17.\0	-1
6373	Imperial Crusader Breastplate		u,Создает следующие эффекты, Если на вас надето Imperial gaiters, Imperial helmet, Imperial и Imperial: Dex -2, Str +2, P.Def +8%, Max HP +445. Sleep/Hold Сопротивление -70%. Poison/Bleeding -80% если экипированы Imperial Shield.\0	-1
6374	Imperial Crusader Gaiters		a,	-1
6375	Imperial Crusader Gauntlets		a,	-1
6376	Imperial Crusader Boots		a,	-1
6378	Imperial Crusader Helmet		a,	-1
6379	Draconic Leather Armor		u,Цельная верхняя и нижняя броня. Создает следующие эффекты, Если на вас надето Draconic Helmet, Draconic Leather Gloves и Draconic Leather Boots: Dex +1, Str +1, Con -2, attack speed/P. Atk +4%, Max MP +289, weight limit +5759.\0	-1
6380	Draconic Leather Gloves		a,	-1
6381	Draconic Leather Boots		a,	-1
6382	Draconic Leather Helmet		a,	-1
6383	Major Acarna Robe		u,Цельная верхняя и нижняя броня. Создает следующие эффекты, Если на вас надето Major Arcarna Circlet, Major Arcarna Gloves и Major Arcarna Boots: Wit +1, Int+1, Men -2, M.Atk +8%, moving speed +7, casting cancel chance -50%, weight limit +5759.\0	-1
6384	Major Acarna Gloves		a,	-1
6385	Major Acarna Boots		a,	-1
6386	Major Acarna Circlet		a,	-1
6394	Red Party Mask		u,Вещь моды. Используется для отображения уникальности внешности. \0	-1
6408	Свадебный Наряд		u,Красивый свадебный наряд.\0	-1
6656	Earring of Antharas		u,Создает следующие эффекты: MP +31, 80% сопротивления к bleeding, увеличивает amount of heal, vampiric rage effect, 60% сопротивления к stun/silence, decrease in MP consumption, и сопротивления к earth-type attack.\0	-1
6657	Necklace of Valakas		u,Создает следующие эффекты: MP+42, 80% сопротивления к sleep, HP +445, decrease in reuse delay, увеличивает P. Atk. и M. Atk. wild magic effect, damage shield effect и сопротивления к fire-type attack.\0	-1
6658	Ring of Baium		u,Создает следующие эффекты: MP +21, 80% сопротивления к poisoning, увеличивает Accuracy, увеличивает critical damage, 60% сопротивления к hold, и увеличивает Atk. Spd. и Casting Spd.\0	-1
6659	Zaken's Earring		u,Создает следующие эффекты: MP + 31, 60% сопротивления к bleeding, увеличивает amount of heal, vampiric rage, по 60% сопротивления к stun/silence.\0	-1
6660	Ring of Queen Ant		u,Создает следующие эффекты: MP +21, 60% сопротивления к poisoning, увеличивает accuracy, увеличивает critical damage, по 40% сопротивления к hold.\0	-1
6661	Earring of Orfen		u,Создает следующие эффекты: MP+31, 40% сопротивления к bleeding и увеличивает amount of heal.\0	-1
6662	Ring of Core		u,Создает следующие эффекты: MP+21, 40% сопротивления к poisoning и увеличивает accuracy.\0	-1
