id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
12601	a,Raybell\0	a,Sir\0	9C	E8	A9	-1
12602	a,Innadril Holy Artifact\0	a,	9C	E8	A9	-1
12603	a,Gatekeeper\0	a,	9C	E8	A9	-1
12604	a,Gatekeeper\0	a,	9C	E8	A9	-1
12605	a,Gatekeeper\0	a,	9C	E8	A9	-1
12606	a,Mass Gatekeeper\0	a,	9C	E8	A9	-1
12607	a,Outer Doorman\0	a,	9C	E8	A9	-1
12608	a,Inner Doorman\0	a,	9C	E8	A9	-1
12609	a,Royal Gatekeeper\0	a,	9C	E8	A9	-1
12610	a,Gatekeeper\0	a,Lvl: 56\0	9C	E8	A9	-1
12611	a,Gatekeeper\0	a,Lvl: 56\0	9C	E8	A9	-1
12612	a,Gatekeeper\0	a,Lvl: 56\0	9C	E8	A9	-1
12613	a,Solinus\0	a,Mercenary Manager\0	9C	E8	A9	-1
12614	a,Maruk Lord\0	a,Lvl: 68*\0	79	79	FF	-1
12615	a,Limal Karinness\0	a,Lvl: 69*\0	79	79	FF	-1
12616	a,Karik\0	a,Lvl: 70*\0	79	79	FF	-1
12617	a,Santa Trainee\0	a,	9C	E8	A9	-1
12618	a,Santa Trainee\0	a,	9C	E8	A9	-1
12619	a,Christmas Tree\0	a,	9C	E8	A9	-1
12620	a,Special Christmas Tree\0	a,	9C	E8	A9	-1
12621	a,Wyvern\0	a,	9C	E8	A9	-1
12622	a,Offering of Branded Elder\0	a,	9C	E8	A9	-1
12623	a,Offering of the Branded\0	a,	9C	E8	A9	-1
12624	a,Offering of Branded Archer\0	a,	9C	E8	A9	-1
12625	a,Offering of Branded Warrior\0	a,	9C	E8	A9	-1
12626	a,Offering of Branded Follower\0	a,	9C	E8	A9	-1
12627	a,Offering of Branded Berserker\0	a,	9C	E8	A9	-1
12628	a,Offering of Branded Zealot\0	a,	9C	E8	A9	-1
12629	a,Offering of Branded Marksman\0	a,	9C	E8	A9	-1
12630	a,Offering of Branded Disciple\0	a,	9C	E8	A9	-1
12631	a,Offering of Branded Saint\0	a,	9C	E8	A9	-1
12632	a,Apostate's Offering Elder\0	a,	9C	E8	A9	-1
12633	a,Apostate's Offering \0	a,	9C	E8	A9	-1
12634	a,Apostate's Offering Archer\0	a,	9C	E8	A9	-1
12635	a,Apostate's Offering Warrior\0	a,	9C	E8	A9	-1
12636	a,Apostate's Offering Follower\0	a,	9C	E8	A9	-1
12637	a,Apostate's Offering Berserker\0	a,	9C	E8	A9	-1
12638	a,Apostate's Offering Zealot\0	a,	9C	E8	A9	-1
12639	a,Apostate's Offering Marksman\0	a,	9C	E8	A9	-1
12640	a,Apostate's Offering Disciple\0	a,	9C	E8	A9	-1
12641	a,Apostate's Offering Saint\0	a,	9C	E8	A9	-1
12642	a,Witch's Offering Elder\0	a,	9C	E8	A9	-1
12643	a,Witch's Offering\0	a,	9C	E8	A9	-1
12644	a,Witch's Offering Archer\0	a,	9C	E8	A9	-1
12645	a,Witch's Offering Warrior\0	a,	9C	E8	A9	-1
12646	a,Witch's Offering Follower\0	a,	9C	E8	A9	-1
12647	a,Witch's Offering Berserker\0	a,	9C	E8	A9	-1
12648	a,Witch's Offering Zealot\0	a,	9C	E8	A9	-1
12649	a,Witch's Offering Marksman\0	a,	9C	E8	A9	-1
12650	a,Witch's Offering Disciple\0	a,	9C	E8	A9	-1
12651	a,Witch's Offering Saint\0	a,	9C	E8	A9	-1
12652	a,Dark Omen Offering Elder\0	a,	9C	E8	A9	-1
12653	a,Dark Omen Offering\0	a,	9C	E8	A9	-1
12654	a,Dark Omen Offering Archer\0	a,	9C	E8	A9	-1
12655	a,Dark Omen Offering Warrior\0	a,	9C	E8	A9	-1
12656	a,Dark Omen Offering Follower\0	a,	9C	E8	A9	-1
12657	a,Dark Omen Offering Berserker\0	a,	9C	E8	A9	-1
12658	a,Dark Omen Offering Zealot\0	a,	9C	E8	A9	-1
12659	a,Dark Omen Offering Marksman\0	a,	9C	E8	A9	-1
12660	a,Dark Omen Offering Disciple\0	a,	9C	E8	A9	-1
12661	a,Dark Omen Offering Saint\0	a,	9C	E8	A9	-1
12662	a,Offering of Forbidden Path Elder\0	a,	9C	E8	A9	-1
12663	a,Offering of Forbidden Path\0	a,	9C	E8	A9	-1
12664	a,Offering of Forbidden Path Archer\0	a,	9C	E8	A9	-1
12665	a,Offering of Forbidden Path Warrior\0	a,	9C	E8	A9	-1
12666	a,Offering of Forbidden Path Follower\0	a,	9C	E8	A9	-1
12667	a,Offering of Forbidden Path Berserker\0	a,	9C	E8	A9	-1
12668	a,Offering of Forbidden Path Zealot\0	a,	9C	E8	A9	-1
12669	a,Offering of Forbidden Path Marksman\0	a,	9C	E8	A9	-1
12670	a,Offering of Forbidden Path Disciple\0	a,	9C	E8	A9	-1
12671	a,Offering of Forbidden Path Saint\0	a,	9C	E8	A9	-1
12672	a,Offering of Branded Elder\0	a,	9C	E8	A9	-1
12673	a,Offering of the Branded\0	a,	9C	E8	A9	-1
12674	a,Offering of Branded Archer\0	a,	9C	E8	A9	-1
12675	a,Offering of Branded Warrior\0	a,	9C	E8	A9	-1
12676	a,Offering of Branded Follower\0	a,	9C	E8	A9	-1
12677	a,Offering of Branded Berserker\0	a,	9C	E8	A9	-1
12678	a,Offering of Branded Zealot\0	a,	9C	E8	A9	-1
12679	a,Offering of Branded Marksman\0	a,	9C	E8	A9	-1
12680	a,Offering of Branded Disciple\0	a,	9C	E8	A9	-1
12681	a,Offering of Branded Saint\0	a,	9C	E8	A9	-1
12682	a,Apostate's Offering Elder\0	a,	9C	E8	A9	-1
12683	a,Apostate's Offering \0	a,	9C	E8	A9	-1
12684	a,Apostate's Offering Archer\0	a,	9C	E8	A9	-1
12685	a,Apostate's Offering Warrior\0	a,	9C	E8	A9	-1
12686	a,Apostate's Offering Follower\0	a,	9C	E8	A9	-1
12687	a,Apostate's Offering Berserker\0	a,	9C	E8	A9	-1
12688	a,Apostate's Offering Zealot\0	a,	9C	E8	A9	-1
12689	a,Apostate's Offering Marksman\0	a,	9C	E8	A9	-1
12690	a,Apostate's Offering Disciple\0	a,	9C	E8	A9	-1
12691	a,Apostate's Offering Saint\0	a,	9C	E8	A9	-1
12692	a,Witch's Offering Elder\0	a,	9C	E8	A9	-1
12693	a,Witch's Offering\0	a,	9C	E8	A9	-1
12694	a,Witch's Offering Archer\0	a,	9C	E8	A9	-1
12695	a,Witch's Offering Warrior\0	a,	9C	E8	A9	-1
12696	a,Witch's Offering Follower\0	a,	9C	E8	A9	-1
12697	a,Witch's Offering Berserker\0	a,	9C	E8	A9	-1
12698	a,Witch's Offering Zealot\0	a,	9C	E8	A9	-1
12699	a,Witch's Offering Marksman\0	a,	9C	E8	A9	-1
12700	a,Witch's Offering Disciple\0	a,	9C	E8	A9	-1
12701	a,Witch's Offering Saint\0	a,	9C	E8	A9	-1
12702	a,Dark Omen Offering Elder\0	a,	9C	E8	A9	-1
12703	a,Dark Omen Offering\0	a,	9C	E8	A9	-1
12704	a,Dark Omen Offering Archer\0	a,	9C	E8	A9	-1
12705	a,Dark Omen Offering Warrior\0	a,	9C	E8	A9	-1
12706	a,Dark Omen Offering Follower\0	a,	9C	E8	A9	-1
12707	a,Dark Omen Offering Berserker\0	a,	9C	E8	A9	-1
12708	a,Dark Omen Offering Zealot\0	a,	9C	E8	A9	-1
12709	a,Dark Omen Offering Marksman\0	a,	9C	E8	A9	-1
12710	a,Dark Omen Offering Disciple\0	a,	9C	E8	A9	-1
12711	a,Dark Omen Offering Saint\0	a,	9C	E8	A9	-1
12712	a,Offering of Forbidden Path Elder\0	a,	9C	E8	A9	-1
12713	a,Offering of Forbidden Path\0	a,	9C	E8	A9	-1
12714	a,Offering of Forbidden Path Archer\0	a,	9C	E8	A9	-1
12715	a,Offering of Forbidden Path Warrior\0	a,	9C	E8	A9	-1
12716	a,Offering of Forbidden Path Follower\0	a,	9C	E8	A9	-1
12717	a,Offering of Forbidden Path Berserker\0	a,	9C	E8	A9	-1
12718	a,Offering of Forbidden Path Zealot\0	a,	9C	E8	A9	-1
12719	a,Offering of Forbidden Path Marksman\0	a,	9C	E8	A9	-1
12720	a,Offering of Forbidden Path Disciple\0	a,	9C	E8	A9	-1
12721	a,Offering of Forbidden Path Saint\0	a,	9C	E8	A9	-1
12722	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12723	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12724	a,Mercenary of Dawn\0	a,Lvl: 70 >>---->\0	9C	E8	A9	-1
12725	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12726	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12727	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12728	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12729	a,Mercenary of Dawn\0	a,Lvl: 70 >>---->\0	9C	E8	A9	-1
12730	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12731	a,Mercenary of Dawn\0	a,Lvl: 70\0	9C	E8	A9	-1
12732	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12733	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12734	a,Elite Mercenary Guild Member\0	a,Lvl: 60 >>---->\0	9C	E8	A9	-1
12735	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12736	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12737	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12738	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12739	a,Elite Mercenary Guild Member\0	a,Lvl: 60 >>---->\0	9C	E8	A9	-1
12740	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12741	a,Elite Mercenary Guild Member\0	a,Lvl: 60\0	9C	E8	A9	-1
12742	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12743	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12744	a,Greater Recruit\0	a,Lvl: 55 >>---->\0	9C	E8	A9	-1
12745	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12746	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12747	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12748	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12749	a,Greater Recruit\0	a,Lvl: 55 >>---->\0	9C	E8	A9	-1
12750	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12751	a,Greater Recruit\0	a,Lvl: 55\0	9C	E8	A9	-1
12752	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12753	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12754	a,Recruit\0	a,Lvl: 45 >>---->\0	9C	E8	A9	-1
12755	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12756	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12757	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12758	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12759	a,Recruit\0	a,Lvl: 45 >>---->\0	9C	E8	A9	-1
12760	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12761	a,Recruit\0	a,Lvl: 45\0	9C	E8	A9	-1
12762	a,Nephilim Mercenary\0	a,Lvl: 75\0	9C	E8	A9	-1
12763	a,Nephilim Mercenary\0	a,Lvl: 72\0	9C	E8	A9	-1
12764	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12765	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12766	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12767	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12768	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12769	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12770	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12771	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12772	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12773	a,Treasures of the Festival\0	a,	9C	E8	A9	-1
12774	a,Young Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12775	a,High Quality Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12776	a,Low Quality Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12777	a,Large Young Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12778	a,High Quality Large Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12779	a,Low Quality Large Pumpkin\0	a,Lvl: 1\0	9C	E8	A9	-1
12780	a,Baby Buffalo\0	a,	9C	E8	A9	-1
12781	a,Baby Kookaburra\0	a,	9C	E8	A9	-1
12782	a,Baby Cougar\0	a,	9C	E8	A9	-1
12783	a,Trained Kookaburra\0	a,Lvl: 65 [x2]\0	9C	E8	A9	-1
12784	a,Trained Kookaburra\0	a,Lvl: 65 [x2]\0	9C	E8	A9	-1
12785	a,Trained Buffalo\0	a,Lvl: 67 [x2]\0	9C	E8	A9	-1
12786	a,Trained Buffalo\0	a,Lvl: 67 [x2]\0	9C	E8	A9	-1
12787	a,Trained Cougar\0	a,Lvl: 69 [x2]\0	9C	E8	A9	-1
12788	a,Trained Cougar\0	a,Lvl: 69 [x2]\0	9C	E8	A9	-1
12789	a,Corpse of Deadman\0	a,Lvl: 63\0	9C	E8	A9	-1
12790	a,Rowell\0	a,Manager of Mercenary\0	9C	E8	A9	-1
12791	a,Alfred\0	a,Chamberlain\0	9C	E8	A9	-1
12792	a,Daven\0	a,Messenger\0	9C	E8	A9	-1
12793	a,Heinz\0	a,Lvl: 62\0	9C	E8	A9	-1
12794	a,Duke Mora Ken Abygail\0	a,Lvl: 65\0	9C	E8	A9	-1
12795	a,Royal Knight\0	a,Lvl: 60\0	9C	E8	A9	-1
12796	a,Court Sorcerer\0	a,Lvl: 58\0	9C	E8	A9	-1
12797	a,Court Sorcerer\0	a,Lvl: 58\0	9C	E8	A9	-1
12798	a,Guard\0	a,Lvl: 58\0	9C	E8	A9	-1
12799	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12800	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12801	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12802	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12803	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12804	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12805	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12806	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12807	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12808	a,Royal Knight\0	a,Lvl: 60\0	9C	E8	A9	-1
12809	a,Court Sorcerer\0	a,Lvl: 58\0	9C	E8	A9	-1
12810	a,Court Sorcerer\0	a,Lvl: 58\0	9C	E8	A9	-1
12811	a,Guard\0	a,Lvl: 58\0	9C	E8	A9	-1
12812	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12813	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12814	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12815	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12816	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12817	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12818	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12819	a,Bodyguard\0	a,Lvl: 56\0	9C	E8	A9	-1
12820	a,Bodyguard\0	a,Lvl: 56 >>---->\0	9C	E8	A9	-1
12821	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12822	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12823	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12824	a,Mass Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12825	a,Outer Doorman\0	a,Goddard\0	9C	E8	A9	-1
12826	a,Inner Doorman\0	a,Goddard\0	9C	E8	A9	-1
12827	a,Inner Doorman\0	a,Goddard\0	9C	E8	A9	-1
12828	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12829	a,Gatekeeper\0	a,Goddard\0	9C	E8	A9	-1
12830	a,Gatekeeper\0	a,Aden\0	9C	E8	A9	-1
12831	a,Altar of Fire\0	a,	9C	E8	A9	-1
12832	a,Altar of Water\0	a,	9C	E8	A9	-1
12833	a,Adrienne\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12834	a,Bianca\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12835	a,Emma\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12836	a,Gladys\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12837	a,Regina\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12838	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
12839	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
12840	a,Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
12841	a,Mass Gatekeeper\0	a,Gludio\0	9C	E8	A9	-1
12842	a,Outer Doorman\0	a,Gludio\0	9C	E8	A9	-1
12843	a,Inner Doorman\0	a,Gludio\0	9C	E8	A9	-1
12844	a,Tamutak\0	a,Ol Mahum Steward\0	9C	E8	A9	-1
12845	a,Brakel\0	a,Partisan Herald\0	9C	E8	A9	-1
12846	a,Ruben\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12847	a,Horner\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12848	a,Bremmer\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12849	a,Kalis\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12850	a,Winker\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12851	a,Black\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12852	a,Dillon\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12853	a,Boyer\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12854	a,Tim\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12855	a,Lowell\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12856	a,Paranos\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12857	a,Klingel\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12858	a,Keffer\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12859	a,Sand\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12860	a,Teters\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12861	a,Seth\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12862	a,Ron\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12863	a,Flynn\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12864	a,Watkins\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12865	a,Cohen\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12866	a,Bint\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12867	a,Bourdon\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12868	a,Pery\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12869	a,Gampert\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12870	a,Gonti\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12871	a,Baraha\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12872	a,Vanhal\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12873	a,Dan\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12874	a,Briggs\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12875	a,Stegmann\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12876	a,Randolph\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12877	a,Trotter\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12878	a,Veder\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12879	a,Danas\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12880	a,Corey\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12881	a,Barney\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12882	a,Klett\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12883	a,Tairee\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12884	a,Tanner\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12885	a,Cresson\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12886	a,Crothers\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12887	a,Biggerstaff\0	a,Steward\0	9C	E8	A9	-1
12888	a,Loken\0	a,Messenger\0	9C	E8	A9	-1
12889	a,Carey\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12890	a,Dianne\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12891	a,Crissy\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12892	a,Albert\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12893	a,Korgen\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12894	a,DiMaggio\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12895	a,Branhillde\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12896	a,Millicent\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12897	a,Helga\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12898	a,Aida\0	a,Clan Hall Manager\0	9C	E8	A9	-1
12899	a,Valakas\0	a,Lvl: 85\0	9C	E8	A9	-1
12900	a,Lavasaurus Elder\0	a,Family of Valakas\0	9C	E8	A9	-1
12901	a,Guardian of Border\0	a,	9C	E8	A9	-1
12902	a,Guardian of Border\0	a,	9C	E8	A9	-1
12903	a,Guardian of Border\0	a,	9C	E8	A9	-1
12904	a,Guardian of Border\0	a,	9C	E8	A9	-1
12905	a,Guardian of Border\0	a,	9C	E8	A9	-1
12906	a,Guardian of Border\0	a,	9C	E8	A9	-1
12907	a,Guardian of Border\0	a,	9C	E8	A9	-1
12908	a,Guardian of Border\0	a,	9C	E8	A9	-1
12909	a,Guardian of Border\0	a,	9C	E8	A9	-1
12910	a,Guardian of Border\0	a,	9C	E8	A9	-1
12911	a,Guardian of Border\0	a,	9C	E8	A9	-1
12912	a,Guardian of Border\0	a,	9C	E8	A9	-1
12913	a,Guardian of Border\0	a,	9C	E8	A9	-1
12914	a,Guardian of Border\0	a,	9C	E8	A9	-1
12915	a,Guardian of Border\0	a,	9C	E8	A9	-1
12916	a,Guardian of Border\0	a,	9C	E8	A9	-1
12917	a,Guardian of Border\0	a,	9C	E8	A9	-1
12918	a,Guardian of Border\0	a,	9C	E8	A9	-1
12919	a,Guardian of Border\0	a,	9C	E8	A9	-1
12920	a,Guardian of Border\0	a,	9C	E8	A9	-1
12921	a,Guardian of Border\0	a,	9C	E8	A9	-1
12922	a,Guardian of Border\0	a,	9C	E8	A9	-1
12923	a,Guardian of Border\0	a,	9C	E8	A9	-1
12924	a,Guardian of Border\0	a,	9C	E8	A9	-1
12925	a,Guardian of Border\0	a,	9C	E8	A9	-1
12926	a,Guardian of Border\0	a,	9C	E8	A9	-1
12927	a,Guardian of Border\0	a,	9C	E8	A9	-1
12928	a,Guardian of Border\0	a,	9C	E8	A9	-1
12929	a,Guardian of Border\0	a,	9C	E8	A9	-1
12930	a,Guardian of Border\0	a,	9C	E8	A9	-1
12931	a,Guardian of Border\0	a,	9C	E8	A9	-1
12932	a,Guardian of Border\0	a,	9C	E8	A9	-1
12933	a,Guardian of Border\0	a,	9C	E8	A9	-1
12934	a,Guardian of Border\0	a,	9C	E8	A9	-1
12935	a,Guardian of Border\0	a,	9C	E8	A9	-1
12936	a,Guardian of Border\0	a,	9C	E8	A9	-1
12937	a,Guardian of Border\0	a,	9C	E8	A9	-1
12938	a,Guardian of Border\0	a,	9C	E8	A9	-1
12939	a,Guardian of Border\0	a,	9C	E8	A9	-1
12940	a,Guardian of Border\0	a,	9C	E8	A9	-1
12941	a,Guardian of Border\0	a,	9C	E8	A9	-1
12942	a,Guardian of Border\0	a,	9C	E8	A9	-1
12943	a,Guardian of Border\0	a,	9C	E8	A9	-1
12944	a,Guardian of Border\0	a,	9C	E8	A9	-1
12945	a,Guardian of Border\0	a,	9C	E8	A9	-1
12946	a,Guardian of Border\0	a,	9C	E8	A9	-1
12947	a,Guardian of Border\0	a,	9C	E8	A9	-1
12948	a,Guardian of Border\0	a,	9C	E8	A9	-1
12949	a,Guardian of Border\0	a,	9C	E8	A9	-1
12950	a,Guardian of Border\0	a,	9C	E8	A9	-1
12951	a,Guardian of Border\0	a,	9C	E8	A9	-1
12952	a,Guardian of Border\0	a,	9C	E8	A9	-1
12953	a,Guardian of Border\0	a,	9C	E8	A9	-1
12954	a,Guardian of Border\0	a,	9C	E8	A9	-1
12955	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12956	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12957	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12958	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12959	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12960	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12961	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12962	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12963	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12964	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12965	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12966	a,Halisha's Officer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12967	a,Imperial Healer\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12968	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12969	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12970	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12971	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12972	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12973	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12974	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12975	a,Imperial Mosaic\0	a,Lvl: 81 [x6]\0	9C	E8	A9	-1
12976	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12977	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12978	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12979	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12980	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12981	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
12982	a,Beetle of Grave\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
