id	UNK_0	message	group	rgb[0]	rgb[1]	rgb[2]	UNK_1	item_sound	sys_msg_ref
1342	1	u,Вы вошли.\0	0	79	9B	B0	-1	a,	a,
1343	1	u,Неверный пароль или e,mail.\0	0	79	9B	B0	-1	a,	a,
1344	1	u,Сервис недоступен.\0	0	79	9B	B0	-1	a,	a,
1345	1	u,После выбора имени нажмите "Подтвердить".\0	0	79	9B	B0	-1	a,	a,
1346	1	u,Вы только что получили сообщение.\0	0	79	9B	B0	-1	a,	a,
1347	1	u,The Lineage II messenger не может выполнить ваше задание.\0	0	79	9B	B0	-1	a,	a,
1348	1	u,$s1 вошел(а) в чат.\0	0	79	9B	B0	-1	a,	a,
1349	1	u,$s1 вышел(а) из чата.\0	0	79	9B	B0	-1	a,	a,
1350	1	u,Все окна чата будут закрыты.\0	0	79	9B	B0	-1	a,	a,
1351	1	u,После выбора контакта, который хотите удалить, нажмите "Delete"\0	0	79	9B	B0	-1	a,	a,
1352	1	u,Вы добавили контакт в $s1 ($s2).\0	0	79	9B	B0	-1	a,	a,
1353	1	u,Вы можете выставить статус постоянного оффлайна для вашего контакт листа.\0	0	79	9B	B0	-1	a,	a,
1354	1	u,Вы не можете общаться, пока это запрещено.\0	0	79	9B	B0	-1	a,	a,
1355	1	u,У выбранного контакта заблокирован чат.\0	0	79	9B	B0	-1	a,	a,
1356	1	u,Выбранный контакт находится вне игры.\0	0	79	9B	B0	-1	a,	a,
1357	1	u,Выбранный контакт добавил вас в игнор.\0	0	79	9B	B0	-1	a,	a,
1358	1	u,Вы вышли,\0	0	79	9B	B0	-1	a,	a,
1359	1	u,$s1 вошел(а).\0	0	79	9B	B0	-1	a,	a,
1360	1	u,Получено сообщение от $s1.\0	0	79	9B	B0	-1	a,	a,
1361	1	u,Во время системной ошибки вы были отключены от.NET Messenger Service.\0	0	79	9B	B0	-1	a,	a,
1362	1	u,Выберите контакт, который хотите удалить.\0	0	79	9B	B0	-1	a,	a,
1363	1	u,Ваш запрос на участие в союзной войне отменен.\0	0	79	9B	B0	-1	a,	a,
1364	1	u,Запрос на союзную войну отклонен.\0	0	79	9B	B0	-1	a,	a,
1365	1	u,$s2 из $s1 сдались.\0	0	79	9B	B0	-1	a,	a,
1366	1	u,Вы не можете удалить группу, в которой нет не одного контакта.\0	0	79	9B	B0	-1	a,	a,
1367	1	u,Только члены групп могут вести записи.\0	0	79	9B	B0	-1	a,	a,
1368	1	u,Ошибка.\0	0	79	9B	B0	-1	a,	a,
1369	1	u,Вы превысили лимит.\0	0	79	9B	B0	-1	a,	a,
1370	1	u,Вы не можете отправить такое сообщение как $s1 GM.\0	0	79	9B	B0	-1	a,	a,
1371	1	u,Вы не можете двигаться в течение $s1 минут(ы).\0	0	79	9B	B0	-1	a,	a,
1372	1	u,Наказание продлится в течение $s1 минут(ы).\0	0	79	9B	B0	-1	a,	a,
1373	1	u,$s1 подобрал $s2 с Raid Boss.\0	0	0	FF	FF	-1	a,	a,
1374	1	u,$s1 подобрал $s3 $s2(s) с Raid Boss.\0	0	0	FF	FF	-1	a,	a,
1375	1	u,$s1 подобрал  $s2 adena с Raid Boss.\0	0	0	FF	FF	-1	a,	a,
1376	1	u,$s1 подобрал $s2 с другого персонажа.\0	0	0	FF	FF	-1	a,	a,
1377	1	u,$s1 подобрал $s3 $s2(s) с другого персонажа.\0	0	0	FF	FF	-1	a,	a,
1378	1	u,$s1 подобрал +$s3$s2 с другого персонажа.\0	0	0	FF	FF	-1	a,	a,
1379	1	u,$s1 получил $s2 adena.\0	0	0	FF	FF	-1	a,	a,
1380	1	u,Вы не можете вызвать $s1 на батлграунде.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1381	1	u,Лидер группы получил $s2 из $s1.\0	0	0	FF	FF	-1	a,	a,
1382	1	u,Вы хотите поменять это оружие? Чтобы выполнить квест, вы должны принести выбранное оружие.\0	0	79	9B	B0	-1	a,	a,
1383	1	u,Вы действительно хотите поменяться?\0	4	79	9B	B0	-1	a,	a,
1384	1	u,$s1 стал(а) лидером группы.\0	0	79	9B	B0	-1	a,	a,
1385	1	u,Вам запрещено слезать здесь.\0	0	79	9B	B0	-1	a,	a,
1386	1	u,Заморозка была снята.\0	0	79	9B	B0	-1	a,	a,
1387	1	u,Пожалуйста выберите предмет, который вы хотели бы примерить.\0	0	79	9B	B0	-1	a,	a,
1388	1	u,Была создана партийная комната.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
1389	1	u,Партийная информация комнаты была пересмотрена.\0	0	79	9B	B0	-1	a,	a,
1390	1	u,Вам не разрешают войти в партийную комнату.\0	0	79	9B	B0	-1	a,	a,
1391	1	u,Вы вышли из партийной комнаты.\0	0	79	9B	B0	-1	a,	a,
1392	1	u,$s1 покинул(а) партийную комнату.\0	0	79	9B	B0	-1	a,	a,
1393	1	u,Вы были выгнаны из партийной комнаты.\0	0	79	9B	B0	-1	a,	a,
1394	1	u,$s1 выгнан(а) из партийной комнаты.\0	0	79	9B	B0	-1	a,	a,
1395	1	u,Партийная комната была расформирована.\0	0	79	9B	B0	-1	a,	a,
1396	1	u,Список партийных комнат может быть просмотрен только тем, кто не присоединился к группе или лидером группы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1397	1	u,Лидер партийной комнаты был изменен.\0	0	79	9B	B0	-1	a,	a,
1398	1	u,Мы ищем новых членов группы.\0	0	79	9B	B0	-1	a,	a,
1399	1	u,Только лидер группы может передавать права другим игрокам.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1400	1	u,Пожалуйста выберите человека, которому Вы хотели бы передать права лидера группы.\0	0	79	9B	B0	-1	a,	a,
1401	1	u,Вы не можете передать права самому себе.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1402	1	u,Вы можете передать права только другом члену группы.\0	0	79	9B	B0	-1	a,	a,
1403	1	u,У вас не получилось передать права лидера группы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1404	1	u,Владелец частного производства поменял стоимость создания этого предмета. Пожалуйста проверти новую цену прежде чем попробуете еще раз.\0	4	79	9B	B0	-1	a,	a,
1405	1	u,Было восстановлено $s1 CP.\0	0	79	9B	B0	-1	a,	a,
1406	1	u,$s1 восст. $s2 CP.\0	0	79	9B	B0	-1	a,	a,
1407	1	u,Вы пользуетесь компьютером, который не позволяет вам зайти двумя аккаунтами одновременно.\0	0	79	9B	B0	-1	a,	a,
1408	1	u,Your prepaid remaining usage time is $s1 hours and $s2 минут.  You have $s3 paid reservations left.\0	0	79	9B	B0	-1	a,	a,
1409	1	u,Your prepaid usage time has expired. Your new prepaid reservation will be used. The remaining usage time is $s1 hours and $s2 минут.\0	0	79	9B	B0	-1	a,	a,
1410	1	a,Your prepaid usage time has expired. You do not have any more prepaid reservations left.\0	0	79	9B	B0	-1	a,	a,
1411	1	a,The number of your prepaid reservations has changed.\0	0	79	9B	B0	-1	a,	a,
1412	1	u,У вас осталось $s1 мин.\0	0	79	9B	B0	-1	a,	a,
1413	1	u,Так как вы не отвечаете требованиям, вам не разрешается войти в партийную комнату.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1414	1	u,Ширина и длина должны быть 100 или больше ячеек и меньше чем 5000 ячеек соответственно.\0	0	79	9B	B0	-1	a,	a,
1415	1	u,Командный файл не установлен.\0	0	79	9B	B0	-1	a,	a,
1416	1	u,Представитель Команды 1 небыл выбран.\0	0	79	9B	B0	-1	a,	a,
1417	1	u,Представитель Команды 2 небыл выбран.\0	0	79	9B	B0	-1	a,	a,
1418	1	u,Название Команды 1 небыло выбрано.\0	0	79	9B	B0	-1	a,	a,
1419	1	u,Название Команды 2 небыло выбрано.\0	0	79	9B	B0	-1	a,	a,
1420	1	u,Название Команды 1 и Название Команды 2 идентичны.\0	0	79	9B	B0	-1	a,	a,
1421	1	u,Файл установки гонки не определялся. \0	0	79	9B	B0	-1	a,	a,
1422	1	u,Ошибка в файле установки гонки - BuffCnt не определено.\0	0	79	9B	B0	-1	a,	a,
1423	1	u,Ошибка в файле установки гонки - BuffID$s1 не определено.\0	0	79	9B	B0	-1	a,	a,
1424	1	u,Ошибка в файле установки гонки - BuffLv$s1 не определено.\0	0	79	9B	B0	-1	a,	a,
1425	1	u,Ошибка в файле установки гонки - DefaultAllow не определено.\0	0	79	9B	B0	-1	a,	a,
1426	1	u,Ошибка в файле установки гонки - ExpSkillCnt не определено.\0	0	79	9B	B0	-1	a,	a,
1427	1	u,Ошибка в файле установки гонки - ExpSkillID$s1 не определено.\0	0	79	9B	B0	-1	a,	a,
1428	1	u,Ошибка в файле установки гонки - ExpItemCnt не определено.\0	0	79	9B	B0	-1	a,	a,
1429	1	u,Ошибка в файле установки гонки - ExpItemID$s1 не определено.\0	0	79	9B	B0	-1	a,	a,
1430	1	u,Ошибка в файле установки гонки -  TeleportDelay не определено.\0	0	79	9B	B0	-1	a,	a,
1431	1	u,Гонка будет временно остановлена.\0	0	79	9B	B0	-1	a,	a,
1432	1	u,Ваш противник сейчас находится в ошеломленном состоянии.\0	0	79	9B	B0	-1	a,	a,
1433	1	u,Включено автоиспользование $s1.\0	0	79	9B	B0	-1	a,	a,
1434	1	u,Автоиспользование $s1 выключено.\0	0	79	9B	B0	-1	a,	a,
1435	1	u,Из-за недостаточного количества $s1, функция автоматического использования была отменена.\0	0	79	9B	B0	-1	a,	a,
1436	1	u,Из-за недостаточного количества $s1, функция автоматического использования не может быть активизирована.\0	0	79	9B	B0	-1	a,	a,
1437	1	u,Игрокам больше не разрешается играть в кубики. Игровые кубики больше не продаются в магазинах. Однако, вы все еще можете продать их любому NPC.\0	0	79	9B	B0	-1	a,	a,
1438	1	u,Нету подходящего умения для заточки.\0	0	79	9B	B0	-1	a,	a,
1439	1	u,Недостаточно необходимых предметов для заточки умения.\0	0	79	9B	B0	-1	a,	a,
1440	1	u,Удачно заточилось умение $s1.\0	0	79	9B	B0	-1	a,	a,
1441	1	u,Не удалось заточить умение $s1.\0	0	79	9B	B0	-1	a,	a,
1442	1	u,Осталось Времени: $s1 сек.\0	0	79	9B	B0	-1	a,	a,
1443	1	u,Недостаточно SP для заточки умения.\0	0	79	9B	B0	-1	a,	a,
1444	1	u,Недостаточно опыта для заточки умения.\0	0	79	9B	B0	-1	a,	a,
1445	1	u,Ваш предыдущий sub-class будет удален, и ваш новый sub-class начнется с 40 уровня. Продолжить?\0	4	79	9B	B0	-1	a,	a,
1446	1	u,Корабль из $s1 в $s2 задерживается.\0	0	79	9B	B0	-1	a,	a,
1447	1	u,Нельзя пользоваться другими умениями во время рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1448	1	u,Можно использовать только умения для рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1449	1	u,Рыбка клюнула!\0	0	79	9B	B0	-1	a,	a,
1450	1	u,Время вышло и рыбка уплыла.\0	0	79	9B	B0	-1	a,	a,
1451	1	u,Рыбка уплыла.\0	0	79	9B	B0	-1	a,	a,
1452	1	u,Приманка утеряна, потому что рыбка уплыла.\0	0	79	9B	B0	-1	a,	a,
1453	1	u,Сначала возьмите удочку в руки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1454	1	u,Вы должны нацепить приманку.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1455	1	u,Это не удачное место для рыбалки, попробуйте где-нибудь рядом.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1456	1	u,Вы не можете рыбачить, пока вы в лодке.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1457	1	u,Здесь нельзя рыбачить.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1458	1	u,Отмена рыбалки.\0	0	79	9B	B0	-1	a,	a,
1459	1	u,Не хватает приманки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1460	1	u,Вы остановили рыбалку.\0	0	79	9B	B0	-1	a,	a,
1461	1	u,Начинаем рыбачить.\0	0	79	9B	B0	-1	a,	a,
1462	1	u,Подцепить рыбу можно только во время рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1463	1	u,Подсекать можно только во время рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1464	1	u,Рыба сопротивлялась.\0	0	79	9B	B0	-1	a,	a,
1465	1	u,Удачно подцепили. Урон: $s1\0	0	79	9B	B0	-1	a,ItemSound3.sys_fishing_success\0	a,
1466	1	u,Неудачно подцепили, Урон: $s1\0	0	79	9B	B0	-1	a,ItemSound3.sys_fishing_failed\0	a,
1467	1	u,Удачно подсекли, Урон: $s1\0	0	79	9B	B0	-1	a,ItemSound3.sys_fishing_success\0	a,
1468	1	u,Неудачно подсекли, Урон: $s1\0	0	79	9B	B0	-1	a,ItemSound3.sys_fishing_failed\0	a,
1469	1	u,Удачно порыбачили.\0	0	79	9B	B0	-1	a,ItemSound.quest_itemget\0	a,
1470	1	u,Нельзя производить другие действия во время рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1471	1	u,Нельзя производить другие действия во время рыбалки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1472	1	u,Нельзя атаковать удочкой.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1473	1	u,$s1 недостаточно.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1474	1	u,$s1 недоступно.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1475	1	u,Питомец уронил $s1.\0	0	79	9B	B0	-1	a,	a,
1476	1	u,Питомец уронил +$s1$s2.\0	0	79	9B	B0	-1	a,	a,
1477	1	u,Питомец уронил $s2 из $s1.\0	0	79	9B	B0	-1	a,	a,
1478	1	u,Вы можете зарегистрировать только 256 цветный bmp файл размером 64*64.\0	0	79	9B	B0	-1	a,	a,
1479	1	u,Эти fishing shot не подходят для данного вида удочки.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1480	1	u,Вы хотите отменить ваше заявление на присоединение к Grand Olympiad?\0	4	79	9B	B0	-1	a,	a,
1481	1	u,Вы были выбраны для не классифицированной игры. Присоединиться?\0	4	79	9B	B0	-1	a,	a,
1482	1	u,Вы были выбраны для классифицированной игры. Присоединиться?\0	4	79	9B	B0	-1	a,	a,
1483	1	u,Вы действительно хотите сейчас стать Героем?\0	4	79	9B	B0	-1	a,	a,
1484	1	u,Вы действительно хотите использовать именно это Геройское оружие?\0	4	79	9B	B0	-1	a,	a,
1485	1	u,Корабль из Talking Island в Gludin задерживается.\0	0	79	9B	B0	-1	a,	a,
1486	1	u,Корабль из Gludin на Talking Island задерживается.\0	0	79	9B	B0	-1	a,	a,
1487	1	u,Корабль из Giran на Talking Island задерживается.\0	0	79	9B	B0	-1	a,	a,
1488	1	u,Корабль из Talking Island в Giran задерживается.\0	0	79	9B	B0	-1	a,	a,
1489	1	u,Innadril круиз задерживается.\0	0	79	9B	B0	-1	a,	a,
1490	1	u,Торговля $s2 урожая $s1.\0	0	79	9B	B0	-1	a,	a,
1491	1	u,Не удачная торговля $s2 урожая $s1.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
1492	1	u,Вы окажитесь на Олимпийском Стадионе через $s1 сек.\0	0	79	9B	B0	-1	a,	a,
1493	1	u,Битва отменена, т.к. ваш противник вышел из игры.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1494	1	u,Игра была отменена, т.к. другая сторона не отвечает требованиям чтобы присоединиться к игре.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1495	1	u,Игра начнется через $s1 сек.\0	0	79	9B	B0	-1	a,	a,
1496	1	u,Битва началась!!\0	0	79	9B	B0	-1	a,	a,
1497	1	u,$s1 выиграл(а) игру!\0	0	79	9B	B0	-1	a,	a,
1498	1	u,Игра закончилась в ничью. \0	0	79	9B	B0	-1	a,	a,
1499	1	u,Вы вернетесь в город через $s1 сек.\0	0	79	9B	B0	-1	a,	a,
1500	1	u,Вы не можете участвовать в Олимпиаде с саб-класс профессией.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1501	1	u,Только Nobless может участвовать в Олимпиаде.\0	0	79	9B	B0	-1	a,	a,
1502	1	u,Вы уже зарегистрированы в списке ожидания эвента.\0	0	79	9B	B0	-1	a,	a,
1503	1	u,Вы были зарегистрированы в квалифицированном списке ожидающих.\0	0	79	9B	B0	-1	a,	a,
1504	1	u,Вы были зарегистрированы не в квалифицированном списке ожидающих.\0	0	79	9B	B0	-1	a,	a,
1505	1	u,Вы были исключены из списка ожидающих Grand Olympiad Games.\0	0	79	9B	B0	-1	a,	a,
1506	1	u,Вы не зарегестрированы в списке ожидающих Grand Olympiad Games.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1507	1	u,Нельзя одеть этот предмет во время Олимпиады.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1508	1	u,Этот предмет не доступен во время Олимпиады.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1509	1	u,Это умение недоступно во время Олимпиады.\0	0	79	9B	B0	-1	a,	a,
1510	1	u,$s1 желает воскресить вас. Вы хотите продолжить воскрешение?\0	4	79	9B	B0	-1	a,	a,
1511	1	u,Пока питомец пытается возродиться, мастер не может быть возрожден в одно и тоже время.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1512	1	u,Пока владелец питомца пытается возродиться, питомец не может быть возрожден в одно и тоже время.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1513	1	u,Лучшее восстановление уже было предложено.\0	0	79	9B	B0	-1	a,	a,
1514	1	u,Так как домашнее животное было в процессе того, чтобы быть возрожденным, попытка возродить ее владельца была отменена.\0	0	79	9B	B0	-1	a,	a,
1515	1	u,Так как владелец был в процессе того, чтобы быть возрожденным, попытка возродить питомца была отменена.\0	0	79	9B	B0	-1	a,	a,
1516	1	u,Цель недоступна отбору.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1517	1	u,Неудачно прошел Blessed Enchant. Заточка вещи спала на 0.\0	0	79	9B	B0	-1	a,ItemSound3.sys_enchant_failed\0	a,
1518	1	u,Вещь не может быть установлена, потому что она не пригодна для инсталляции.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1519	1	u,Питомец умер. Если его не воскресят в течении 20 минут, то его тело исчезнет и он пропадет навсегда.\0	0	1C	1D	C0	-1	a,	a,
1520	1	u,Слуга был убит.\0	0	1C	1D	C0	-1	a,	a,
1521	1	u,Ваш слуга исчез, потому что время вызова истекло.\0	0	1C	1D	C0	-1	a,	a,
1522	1	u,Труп исчез, потому что слишком много времени прошло после того как питомец умер.\0	0	1C	1D	C0	-1	a,	a,
1523	1	u,Т.к. питомец или вызванное существо может утопиться, в то время как лодка перемещается, пожалуйста отзовите существо перед отправлением.\0	4	79	9B	B0	-1	a,	a,
1524	1	u,Питомец $s1 получил $s2.\0	0	79	9B	B0	-1	a,	a,
1525	1	u,Питомец $s1 получил $s3 из $s2.\0	0	79	9B	B0	-1	a,	a,
1526	1	u,Питомец $s1 получил +$s2$s3.\0	0	79	9B	B0	-1	a,	a,
1527	1	u,Питомец скушал $s1, т.к. он проголодался.\0	0	79	9B	B0	-1	a,	a,
1528	1	u,Отправлена жесткая петиция GM.\0	0	79	9B	B0	-1	a,	a,SystemMsg_e.389\0
1529	1	u,$s1 приглашает вас на командный канал. Вы хотите присоединиться?\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
1530	1	u,Выберете цель или введите имя.\0	0	79	9B	B0	-1	a,	a,
1531	1	u,Введите название Клана, против которого вы хотите сделать нападение.\0	0	79	9B	B0	-1	a,	a,
1532	1	u,Введите название Клана, против которого вы хотите остановить войну.\0	0	79	9B	B0	-1	a,	a,
1533	1	u,Внимание: $s1 поднял(а) $s2.\0	0	79	9B	B0	-1	a,	a,
1534	1	u,Внимание: $s1 поднял(а) +$s2 $s3.\0	0	79	9B	B0	-1	a,	a,
1535	1	u,Внимание: $s1 питомец поднял $s2.\0	0	79	9B	B0	-1	a,	a,
1536	1	u,Внимание: $s1 питомец поднял +$s2 $s3.\0	0	79	9B	B0	-1	a,	a,
1537	1	u,Ваше месторасположение : $s1, $s2, $s3 (рядом с Rune Village)\0	0	79	9B	B0	-1	a,	a,
1538	1	u,Ваше месторасположение : $s1, $s2, $s3 (рядом с Goddard Castle Town)\0	0	79	9B	B0	-1	a,	a,
1539	1	u,Груз достиг Talking Island Village.\0	0	79	9B	B0	-1	a,	a,
1540	1	u,Груз достиг Dark Elven Village.\0	0	79	9B	B0	-1	a,	a,
1541	1	u,Груз достиг Elven Village.\0	0	79	9B	B0	-1	a,	a,
1542	1	u,Груз достиг Orc Village.\0	0	79	9B	B0	-1	a,	a,
1543	1	u,Груз достиг Dwarven Village.\0	0	79	9B	B0	-1	a,	a,
1544	1	u,Груз достиг Aden Castle Town.\0	0	79	9B	B0	-1	a,	a,
1545	1	u,Груз достиг Oren Castle Town.\0	0	79	9B	B0	-1	a,	a,
1546	1	u,Груз достиг Hunters Village.\0	0	79	9B	B0	-1	a,	a,
1547	1	u,Груз достиг Dion Castle Town.\0	0	79	9B	B0	-1	a,	a,
1548	1	u,Груз достиг Floran Village.\0	0	79	9B	B0	-1	a,	a,
1549	1	u,Груз достиг Gludin Village.\0	0	79	9B	B0	-1	a,	a,
1550	1	u,Груз достиг Gludio Castle Town.\0	0	79	9B	B0	-1	a,	a,
1551	1	u,Груз достиг Giran Castle Town.\0	0	79	9B	B0	-1	a,	a,
1552	1	u,Груз достиг Heine.\0	0	79	9B	B0	-1	a,	a,
1553	1	u,Груз достиг Rune Village.\0	0	79	9B	B0	-1	a,	a,
1554	1	u,Груз достиг Goddard Castle Town.\0	0	79	9B	B0	-1	a,	a,
1555	1	u,Вы хотите отменить удаление персонажа?\0	0	79	9B	B0	-1	a,	a,
1556	1	u,Уведомление было сохранено.\0	4	79	9B	B0	-1	a,	a,
1557	1	u,Цена на семя должна быть больше чем $s1 и меньше чем $s2.\0	4	79	9B	B0	-1	a,	a,
1558	1	u,Количество семян должно быть больше чем $s1 и меньше чем $s2.\0	4	79	9B	B0	-1	a,	a,
1559	1	u,Цена на урожай должна быть больше чем $s1 и меньше чем  $s2.\0	4	79	9B	B0	-1	a,	a,
1560	1	u,Количество урожая должно быть больше чем $s1 и меньше чем $s2. \0	4	79	9B	B0	-1	a,	a,
1561	1	u,Клан $s1 объявил Клановую Войну.\0	0	79	9B	B0	-1	a,	a,
1562	1	u,Клановая война была объявлена против клана $s1. Если вы будете убиты в течение войны членами противостоящего клана, то штраф опыта будет уменьшен до 1/4 по отношению к норме.\0	0	79	9B	B0	-1	a,	a,
1563	1	u,Клан $s1 не может объявить войну, т.к. он не достиг третьего уровня либо у него нет нужного количества игроков.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1564	1	u,Объявить войну можно только клану третьего или выше уровня, в состав которого входят минимум пятнадцать игроков.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1565	1	u,Война этому клану не может быть объявлена, потому что клан не существует!\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1566	1	u,Клан $s1 остановил войну.\0	0	79	9B	B0	-1	a,	a,
1567	1	u,Война против клана $s1 была остановлена.\0	0	79	9B	B0	-1	a,	a,
1568	1	u,Не правильная цель для объявления.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1569	1	u,Нельзя объявить войну против союзнического клана.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1570	1	u,Объявление войны против больше чем 30 Кланов не может быть сделано в одно время.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1571	1	u,<Атакующие>\0	0	79	9B	B0	-1	a,	a,
1572	1	u,<Под Атакой>\0	0	79	9B	B0	-1	a,	a,
1573	1	u,Нет Атакующего Клана.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1574	1	u,Нет клана под Атакой.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1575	1	u,Только лидер группы, лидер клана 5 уровня, может открывать командный канал.\0	0	79	9B	B0	-1	a,	a,
1576	1	u,Питомец использовал силу духов.\0	7	79	9B	B0	-1	a,	a,
1577	1	u,Слуга использовал силу духов.\0	7	79	9B	B0	-1	a,	a,
1578	1	u,Вещи не доступны для частной лавки или частного производства.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1579	1	u,$s1 питомец получил $s2 Adena.\0	0	79	9B	B0	-1	a,	a,
1580	1	u,Командный канал был открыт.\0	0	79	9B	B0	-1	a,	a,
1581	1	u,Командный канал был закрыт.\0	0	79	9B	B0	-1	a,	a,
1582	1	u,Вы участвуете в командном канале.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_join\0	a,
1583	1	u,Вы были отключены от командного канала.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_leave\0	a,
1584	1	u,$s1 Группа была отключена от командного канала.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_leave\0	a,
1585	1	u,Командный канал был отключен.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1586	1	u,Вы вышли из командного канала.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_leave\0	a,
1587	1	u,$s1 Группа покинула командный канал.\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_leave\0	a,
1588	1	u,Канал команды будет активизирован, если в нем участвуют не меньше пяти сторон.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1589	1	u,Управление каналом команды была передана $s1.\0	0	79	9B	B0	-1	a,	a,
1590	1	u,<Командный Канал(Всего Партийцев: $s1)>\0	0	79	9B	B0	-1	a,	a,
1591	1	u,Никто не был приглашен на канал команды.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1592	1	u,Вы не можете больше открывать командные каналы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1593	1	u,Вы не имеете прав для приглашения на командный канал.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1594	1	u,$s1 Группа уже присоединилась к командному каналу.\0	0	79	9B	B0	-1	a,	a,
1595	1	u,$s1 успешно.\0	0	79	9B	B0	-1	a,	a,
1596	1	u,Удар $s1.\0	0	79	9B	B0	-1	a,	a,
1597	1	u,$s1 не сработало.\0	0	79	9B	B0	-1	a,	a,
1598	1	u,Если существо умерло, soulshots или spiritshots для питомцев/призывных существ будут недоступны.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1599	1	u,Наблюдение невозможно в течении боя.\0	0	79	9B	B0	-1	a,	a,
1600	1	u,Все завтрашние предметы будут установлены в 0.  Продолжить?\0	4	79	9B	B0	-1	a,	a,
1601	1	u,Все завтрашние предметы будут установлены в то же положение что и сегодняшние.  Продолжить?\0	4	79	9B	B0	-1	a,	a,
1602	1	u,Диалог командующего доступен только для лидера группы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1603	1	u,Только глава канала может отдавать все команды.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1604	1	u,Пока на вас одета свадебная одежда, вы не можете использовать вещи или умения.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1605	1	u,* Здесь, Вы можете купить только семена $s1 Manor.\0	0	79	9B	B0	-1	a,	a,
